widget_or_type,file,line,anchor
Hold,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,219,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-91d8c3948f`
label1,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,226,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-ba83d79828`
label11,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,236,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-cc8a966b27`
HasteCost,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,244,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-be0cff78df`
HoldHaste,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,252,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-2e11ee969d`
label2,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,258,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-aded145035`
HasteSpell,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,267,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-80791bf9fe`
label3,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,275,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-2596316814`
label33,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,284,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-452185f188`
UtanaCost,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,292,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-c8dc764960`
HoldUtana,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,300,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-975443b6cf`
label4,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,306,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-50b63afa37`
label44,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,315,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-03c75562ac`
UtamoCost,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,323,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-271b25f8cb`
HoldUtamo,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,331,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-6c92a10ac4`
label5,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,337,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-8dcc9e3a7d`
label55,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,346,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-3c0382368e`
UturaCost,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,354,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-e103e2bf53`
HoldUtura,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,362,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-596926cdcc`
label6,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,368,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-bad324b749`
UturaType,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,377,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-7d442a3b7e`
IgnoreInPz,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,385,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-41fa37d39a`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,391,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-4c1f5be7a1`
StopHaste,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,399,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-a859045a35`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,405,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-c45dd6adec`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,413,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-b6adcfa7bc`
Cure,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,418,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-5bce15e0cc`
label,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,424,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-f3eba04167`
Hold,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,433,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-d3adfdc49a`
label,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,439,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-4bd87ffcd5`
separator,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,448,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-d48b80ca50`
closeButton,modules/modules/game_bot/default_configs/vBot_4.8/vBot/Conditions.otui,455,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-condition-9c17656a5a`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/depositer_config.otui,1,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-depositer-b91761d405`
item,modules/modules/game_bot/default_configs/vBot_4.8/vBot/depositer_config.otui,4,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-depositer-484a1e2eca`
name,modules/modules/game_bot/default_configs/vBot_4.8/vBot/depositer_config.otui,10,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-depositer-0896e9aa86`
slot,modules/modules/game_bot/default_configs/vBot_4.8/vBot/depositer_config.otui,23,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-depositer-6f5b28d48f`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/depositer_config.otui,35,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-depositer-5cdde1e8dc`
title,modules/modules/game_bot/default_configs/vBot_4.8/vBot/depositer_config.otui,40,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-depositer-81c1719bb1`
DepositerList,modules/modules/game_bot/default_configs/vBot_4.8/vBot/depositer_config.otui,50,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-depositer-ba7dbb1100`
DepositerScrollBar,modules/modules/game_bot/default_configs/vBot_4.8/vBot/depositer_config.otui,66,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-depositer-49c0d3eebc`
bottomResizeBorder,modules/modules/game_bot/default_configs/vBot_4.8/vBot/depositer_config.otui,74,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-depositer-238df8a8f6`
sep,modules/modules/game_bot/default_configs/vBot_4.8/vBot/depositer_config.otui,84,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-depositer-5ab735d0f4`
CloseButton,modules/modules/game_bot/default_configs/vBot_4.8/vBot/depositer_config.otui,91,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-depositer-ffb7f05ab2`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,1,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--90ab761a06`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,9,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--90bd2696c4`
remove,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,20,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--e44b1b9f16`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,32,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--03414c86ce`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,33,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--3ecd4fda25`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,34,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--0f6abbeafa`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,40,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--5a790ac341`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,44,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--c1a4ae5a58`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,48,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--d2b413538c`
text,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,52,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--0365a99dab`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,59,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--c9e89d9f7c`
enabled,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,67,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--dfa7ae2658`
remove,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,80,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--b985189c6d`
visible,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,91,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--72c99a2c94`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,103,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--66a33ee23e`
nex,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,106,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--e1e1e19e1e`
pre,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,112,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--43f8574e41`
description,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,118,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--4417e9e5c1`
spinbox,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,127,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--4f149ea7ad`
text,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,139,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--6f5d11ffb1`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,149,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--a42f7ab524`
title,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,155,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--ef5e2fdd8d`
mainLabel,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,163,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--8d3560b18e`
list,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,175,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--efbcdef5e7`
listScrollBar,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,183,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--493919f219`
up,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,191,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--168ee5504c`
down,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,202,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--85eec19002`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,213,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--f8d651369b`
title,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,219,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--c1cff1e54d`
mainLabel,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,227,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--15d26b859f`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,238,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--469246f583`
condition,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,244,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--1b01203918`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,251,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--cbbf37b6c7`
useSecondCondition,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,256,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--467b607c95`
optionalCondition,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,263,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--cb3593efd2`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,270,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--9df598cf48`
add,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,275,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--b6833c04be`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,282,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--49bbf56ca9`
title,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,288,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--3aefc197de`
head,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,296,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--6b2a784362`
body,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,305,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--ad9dc85a97`
legs,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,314,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--73297f79be`
feet,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,323,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--f550af34a3`
neck,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,332,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--aee8a54ef9`
left-hand,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,342,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--5a476d63c4`
finger,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,351,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--a0ba7e46cf`
back,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,360,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--74ff0cd7b7`
right-hand,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,369,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--db4adabbb0`
ammo,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,378,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--c4f42d71c2`
cloneEq,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,385,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--a0e4c15878`
default,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,395,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--554d3171be`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,405,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--5b75acbbb3`
title,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,408,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--bcffbcf3cd`
profileName,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,416,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--dbd2ac966e`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,423,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--9ad9cfa758`
title,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,428,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--2f02b4e04d`
list,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,436,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--3ebd51c553`
listScrollBar,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,444,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--d941be9dd6`
name,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,452,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--87921e1fd2`
add,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,459,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--eee7137dda`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,470,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--1001287ea7`
listPanel,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,475,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--b5e7e97f32`
bossPanel,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,484,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--3505cb0958`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,489,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--1dae97eba7`
profileName,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,496,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--61f6c6e2da`
setup,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,502,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--cb2812e755`
inputPanel,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,510,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--02f2e75410`
bottomSep,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,518,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--65c955a31f`
closeButton,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,525,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--41103386b5`
bossList,modules/modules/game_bot/default_configs/vBot_4.8/vBot/equipper.otui,533,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-equipper--a0c65753c5`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/extras.otui,1,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-extras-ot-bcdfb1ca2c`
text,modules/modules/game_bot/default_configs/vBot_4.8/vBot/extras.otui,5,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-extras-ot-0146fe3cad`
scroll,modules/modules/game_bot/default_configs/vBot_4.8/vBot/extras.otui,12,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-extras-ot-9884a2c2d5`
nan,modules/modules/game_bot/default_configs/vBot_4.8/vBot/extras.otui,22,:ref:`modules-modules-game-bot-default-configs-vbot-4-8-vbot-extras-ot-2ad078387c`
